case_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,program_area,region,case_text,benchmark_mismatch,benchmark_type,placement_score
74,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,wraparound schedule,"{""confidence"": 0.5782, ""evidence"": [""wraparound schedule""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: wraparound schedule"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,West,"Workforce case note for city contractor. Counselor summary: wraparound schedule, care hours conflict. Participant is considering office administration placement.",1,schedule_gap,2.605
74,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,wraparound schedule,"{""confidence"": 0.26, ""evidence"": [""wraparound schedule""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: wraparound schedule"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,West,"Workforce case note for city contractor. Counselor summary: wraparound schedule, care hours conflict. Participant is considering office administration placement.",1,schedule_gap,2.605
75,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,reciprocity unresolved,"{""confidence"": 0.5782, ""evidence"": [""reciprocity unresolved""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: reciprocity unresolved"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,Midwest,"Workforce case note for training voucher. Counselor summary: reciprocity unresolved, paperwork credential pending. Participant is considering office administration placement.",1,credential_gap,2.4475
75,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,reciprocity unresolved,"{""confidence"": 0.26, ""evidence"": [""reciprocity unresolved""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: reciprocity unresolved"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,Midwest,"Workforce case note for training voucher. Counselor summary: reciprocity unresolved, paperwork credential pending. Participant is considering office administration placement.",1,credential_gap,2.4475
76,rubric_v1,84fd6cb9b699257b,0,none,0.2927,0.4145,1,0,1,1,2,shift barrier; could benefit from coaching,"{""confidence"": 0.4145, ""evidence"": [""shift barrier"", ""could benefit from coaching""], ""mismatch_label"": 0, ""mismatch_score"": 0.2927, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: shift barrier; could benefit from coaching"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,South,"Workforce case note for union pathway. Counselor summary: shift barrier, bus route barrier, could benefit from coaching. Participant is considering office administration placement.",1,schedule_gap,2.4284
76,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.4609,0.0782,1,0,1,1,2,shift barrier; could benefit from coaching,"{""confidence"": 0.0782, ""evidence"": [""shift barrier"", ""could benefit from coaching""], ""mismatch_label"": 1, ""mismatch_score"": 0.4609, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: shift barrier; could benefit from coaching"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,South,"Workforce case note for union pathway. Counselor summary: shift barrier, bus route barrier, could benefit from coaching. Participant is considering office administration placement.",1,schedule_gap,2.4284
77,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,reciprocity unresolved,"{""confidence"": 0.5782, ""evidence"": [""reciprocity unresolved""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: reciprocity unresolved"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,Midwest,Workforce case note for city contractor. Counselor summary: reciprocity unresolved. Participant is considering logistics placement.,1,credential_gap,2.4482
77,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,reciprocity unresolved,"{""confidence"": 0.26, ""evidence"": [""reciprocity unresolved""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: reciprocity unresolved"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,Midwest,Workforce case note for city contractor. Counselor summary: reciprocity unresolved. Participant is considering logistics placement.,1,credential_gap,2.4482
78,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,skills aligned; license verified,"{""confidence"": 0.98, ""evidence"": [""skills aligned"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: skills aligned; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,Northeast,"Workforce case note for city contractor. Counselor summary: skills aligned, license verified. Participant is considering health support placement.",0,none,2.5292
78,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,skills aligned; license verified,"{""confidence"": 0.98, ""evidence"": [""skills aligned"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: skills aligned; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,Northeast,"Workforce case note for city contractor. Counselor summary: skills aligned, license verified. Participant is considering health support placement.",0,none,2.5292
79,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,wraparound schedule,"{""confidence"": 0.5782, ""evidence"": [""wraparound schedule""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: wraparound schedule"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,South,Workforce case note for training voucher. Counselor summary: wraparound schedule. Participant is considering logistics placement.,1,schedule_gap,2.6211
79,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,wraparound schedule,"{""confidence"": 0.26, ""evidence"": [""wraparound schedule""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: wraparound schedule"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,South,Workforce case note for training voucher. Counselor summary: wraparound schedule. Participant is considering logistics placement.,1,schedule_gap,2.6211
80,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,Northeast,"Workforce case note for community college. Counselor summary: ready for placement, skills aligned. Participant is considering health support placement.",0,none,2.4495
80,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: ready for placement; skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,Northeast,"Workforce case note for community college. Counselor summary: ready for placement, skills aligned. Participant is considering health support placement.",0,none,2.4495
81,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,skills aligned,"{""confidence"": 0.98, ""evidence"": [""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,West,Workforce case note for union pathway. Counselor summary: skills aligned. Participant is considering logistics placement.,0,none,2.9854
81,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,skills aligned,"{""confidence"": 0.98, ""evidence"": [""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,West,Workforce case note for union pathway. Counselor summary: skills aligned. Participant is considering logistics placement.,0,none,2.9854
82,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,union pathway,South,"Workforce case note for union pathway. Counselor summary: no training barrier, schedule aligned. Participant is considering logistics placement.",0,none,2.8962
82,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,union pathway,South,"Workforce case note for union pathway. Counselor summary: no training barrier, schedule aligned. Participant is considering logistics placement.",0,none,2.8962
83,rubric_v1,84fd6cb9b699257b,0,none,0.2109,0.5782,1,0,0,0,1,bridge credential,"{""confidence"": 0.5782, ""evidence"": [""bridge credential""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: bridge credential"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,South,Workforce case note for union pathway. Counselor summary: bridge credential. Participant is considering logistics placement.,1,skill_gap,2.8775
83,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.37,0.26,1,0,0,0,1,bridge credential,"{""confidence"": 0.26, ""evidence"": [""bridge credential""], ""mismatch_label"": 1, ""mismatch_score"": 0.37, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: bridge credential"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,South,Workforce case note for union pathway. Counselor summary: bridge credential. Participant is considering logistics placement.,1,skill_gap,2.8775
84,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,no training barrier,"{""confidence"": 0.98, ""evidence"": [""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,West,Workforce case note for workforce agency. Counselor summary: no training barrier. Participant is considering public service placement.,0,none,3.1328
84,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,no training barrier,"{""confidence"": 0.98, ""evidence"": [""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,West,Workforce case note for workforce agency. Counselor summary: no training barrier. Participant is considering public service placement.,0,none,3.1328
85,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,South,"Workforce case note for city contractor. Counselor summary: schedule aligned, no training barrier. Participant is considering logistics placement.",0,none,2.4348
85,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,South,"Workforce case note for city contractor. Counselor summary: schedule aligned, no training barrier. Participant is considering logistics placement.",0,none,2.4348
86,rubric_v1,84fd6cb9b699257b,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,Midwest,Workforce case note for community college. Counselor summary: bus route barrier. Participant is considering health support placement.,1,schedule_gap,2.2119
86,transfer_adapted_v1,478b302efde69afe,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,community college,Midwest,Workforce case note for community college. Counselor summary: bus route barrier. Participant is considering health support placement.,1,schedule_gap,2.2119
87,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,"Workforce case note for training voucher. Counselor summary: skills aligned, ready for placement. Participant is considering public service placement.",0,none,2.5446
87,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,ready for placement; skills aligned,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""skills aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: ready for placement; skills aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,"Workforce case note for training voucher. Counselor summary: skills aligned, ready for placement. Participant is considering public service placement.",0,none,2.5446
88,rubric_v1,84fd6cb9b699257b,0,none,0.3018,0.3964,1,0,0,0,2,rapid upskilling; digital intake coaching,"{""confidence"": 0.3964, ""evidence"": [""rapid upskilling"", ""digital intake coaching""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: rapid upskilling; digital intake coaching"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,West,"Workforce case note for community college. Counselor summary: digital intake coaching, rapid upskilling. Participant is considering health support placement.",1,skill_gap,2.714
88,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.62,0.24,1,0,1,1,2,rapid upskilling; digital intake coaching,"{""confidence"": 0.24, ""evidence"": [""rapid upskilling"", ""digital intake coaching""], ""mismatch_label"": 1, ""mismatch_score"": 0.62, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: rapid upskilling; digital intake coaching"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,West,"Workforce case note for community college. Counselor summary: digital intake coaching, rapid upskilling. Participant is considering health support placement.",1,skill_gap,2.714
89,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,credential verified,"{""confidence"": 0.98, ""evidence"": [""credential verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Northeast,Workforce case note for union pathway. Counselor summary: credential verified. Participant is considering health support placement.,0,none,3.0871
89,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,credential verified,"{""confidence"": 0.98, ""evidence"": [""credential verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: credential verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Northeast,Workforce case note for union pathway. Counselor summary: credential verified. Participant is considering health support placement.,0,none,3.0871
90,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.3836,0.2327,1,0,1,1,3,license bridge; credential bridge; may need support,"{""confidence"": 0.2327, ""evidence"": [""license bridge"", ""credential bridge"", ""may need support""], ""mismatch_label"": 1, ""mismatch_score"": 0.3836, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license bridge; credential bridge; may need support"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Northeast,"Workforce case note for union pathway. Counselor summary: credential bridge, may need support, license bridge. Participant is considering office administration placement.",1,credential_gap,2.507
90,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.7109,0.4218,1,0,1,1,3,license bridge; credential bridge; may need support,"{""confidence"": 0.4218, ""evidence"": [""license bridge"", ""credential bridge"", ""may need support""], ""mismatch_label"": 1, ""mismatch_score"": 0.7109, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: license bridge; credential bridge; may need support"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,union pathway,Northeast,"Workforce case note for union pathway. Counselor summary: credential bridge, may need support, license bridge. Participant is considering office administration placement.",1,credential_gap,2.507
91,rubric_v1,84fd6cb9b699257b,0,none,0.2927,0.4145,1,0,1,1,2,license bridge; transitioning from adjacent role,"{""confidence"": 0.4145, ""evidence"": [""license bridge"", ""transitioning from adjacent role""], ""mismatch_label"": 0, ""mismatch_score"": 0.2927, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license bridge; transitioning from adjacent role"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,"Workforce case note for training voucher. Counselor summary: license bridge, transitioning from adjacent role. Participant is considering public service placement.",1,credential_gap,2.7473
91,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.4609,0.0782,1,0,1,1,2,license bridge; transitioning from adjacent role,"{""confidence"": 0.0782, ""evidence"": [""license bridge"", ""transitioning from adjacent role""], ""mismatch_label"": 1, ""mismatch_score"": 0.4609, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: license bridge; transitioning from adjacent role"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,South,"Workforce case note for training voucher. Counselor summary: license bridge, transitioning from adjacent role. Participant is considering public service placement.",1,credential_gap,2.7473
92,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,Midwest,"Workforce case note for community college. Counselor summary: no training barrier, ready for placement. Participant is considering logistics placement.",0,none,2.8537
92,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,community college,Midwest,"Workforce case note for community college. Counselor summary: no training barrier, ready for placement. Participant is considering logistics placement.",0,none,2.8537
93,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,credential verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,South,"Workforce case note for workforce agency. Counselor summary: credential verified, no training barrier. Participant is considering office administration placement.",0,none,2.6171
93,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,credential verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: credential verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,workforce agency,South,"Workforce case note for workforce agency. Counselor summary: credential verified, no training barrier. Participant is considering office administration placement.",0,none,2.6171
94,rubric_v1,84fd6cb9b699257b,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,Midwest,Workforce case note for training voucher. Counselor summary: bus route barrier. Participant is considering office administration placement.,1,schedule_gap,2.1858
94,transfer_adapted_v1,478b302efde69afe,0,none,0.12,0.76,1,0,0,0,0,,"{""confidence"": 0.76, ""evidence"": [], ""mismatch_label"": 0, ""mismatch_score"": 0.12, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""no explicit mismatch evidence found"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,training voucher,Midwest,Workforce case note for training voucher. Counselor summary: bus route barrier. Participant is considering office administration placement.,1,schedule_gap,2.1858
95,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,credential verified; license verified,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,West,"Workforce case note for city contractor. Counselor summary: credential verified, license verified. Participant is considering public service placement.",0,none,3.1174
95,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,2,credential verified; license verified,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: credential verified; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,city contractor,West,"Workforce case note for city contractor. Counselor summary: credential verified, license verified. Participant is considering public service placement.",0,none,3.1174
96,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,1,1,3,some exposure; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""some exposure"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: some exposure; license verified; no training barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,West,"Workforce case note for city contractor. Counselor summary: no training barrier, license verified, some exposure. Participant is considering office administration placement.",0,none,2.9404
96,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,1,1,3,some exposure; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""some exposure"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: some exposure; license verified; no training barrier"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,city contractor,West,"Workforce case note for city contractor. Counselor summary: no training barrier, license verified, some exposure. Participant is considering office administration placement.",0,none,2.9404
97,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,1,license verified,"{""confidence"": 0.98, ""evidence"": [""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Midwest,Workforce case note for training voucher. Counselor summary: license verified. Participant is considering logistics placement.,0,none,2.9516
97,transfer_adapted_v1,478b302efde69afe,0,none,0.01,0.98,1,0,0,0,1,license verified,"{""confidence"": 0.98, ""evidence"": [""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Midwest,Workforce case note for training voucher. Counselor summary: license verified. Participant is considering logistics placement.,0,none,2.9516
98,rubric_v1,84fd6cb9b699257b,0,none,0.2927,0.4145,1,0,1,1,2,reciprocity unresolved; may need support,"{""confidence"": 0.4145, ""evidence"": [""reciprocity unresolved"", ""may need support""], ""mismatch_label"": 0, ""mismatch_score"": 0.2927, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: reciprocity unresolved; may need support"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Northeast,"Workforce case note for training voucher. Counselor summary: reciprocity unresolved, paperwork credential pending, may need support. Participant is considering office administration placement.",1,credential_gap,2.8354
98,transfer_adapted_v1,478b302efde69afe,1,credential_gap,0.4609,0.0782,1,0,1,1,2,reciprocity unresolved; may need support,"{""confidence"": 0.0782, ""evidence"": [""reciprocity unresolved"", ""may need support""], ""mismatch_label"": 1, ""mismatch_score"": 0.4609, ""mismatch_type"": ""credential_gap"", ""profile"": ""transfer_adapted_v1"", ""rationale"": ""evidence: reciprocity unresolved; may need support"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,training voucher,Northeast,"Workforce case note for training voucher. Counselor summary: reciprocity unresolved, paperwork credential pending, may need support. Participant is considering office administration placement.",1,credential_gap,2.8354
