doc_id,profile,prompt_hash,mismatch_label,mismatch_type,mismatch_score,confidence,schema_valid,unsupported_flag,low_confidence_flag,human_review_flag,evidence_phrase_count,evidence_phrases,raw_output,year,sector,region,occupation_group,document_type,job_title,source_text,benchmark_mismatch,benchmark_type,demand_index,applicant_interest
138,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,ready for placement; license verified; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""license verified"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: ready for placement; license verified; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,manufacturing,West,production,resume screen,production technician,"resume screen. Job: production technician in manufacturing. Record note: license verified, no training barrier. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",0,none,0.4647,3.5726
139,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,0,0,2,missing equipment; ready for placement,"{""confidence"": 0.8964, ""evidence"": [""missing equipment"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: missing equipment; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,West,analysis,job-match memo,benefits analyst,job-match memo. Job: benefits analyst in retail. Record note: missing equipment. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.8152,3.1883
139,rubric_v1,84fd6cb9b699257b,0,none,0.0973,0.8055,1,0,0,0,2,missing equipment; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""missing equipment"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: missing equipment; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,West,analysis,job-match memo,benefits analyst,job-match memo. Job: benefits analyst in retail. Record note: missing equipment. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.8152,3.1883
139,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,0,0,2,missing equipment; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""missing equipment"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: missing equipment; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,retail,West,analysis,job-match memo,benefits analyst,job-match memo. Job: benefits analyst in retail. Record note: missing equipment. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.,1,skill_gap,0.8152,3.1883
140,conservative_v1,1c131bdb821c277b,0,none,0.3245,0.3509,1,0,1,1,4,missing equipment; needs ehr; some exposure; ready for placement,"{""confidence"": 0.3509, ""evidence"": [""missing equipment"", ""needs ehr"", ""some exposure"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.3245, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: missing equipment; needs ehr; some exposure; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,health,Northeast,administration,job-match memo,program assistant,"job-match memo. Job: program assistant in health. Record note: missing equipment, needs EHR, some exposure. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.3841,2.5241
140,rubric_v1,84fd6cb9b699257b,1,skill_gap,0.4291,0.1418,1,0,1,1,4,missing equipment; needs ehr; some exposure; ready for placement,"{""confidence"": 0.1418, ""evidence"": [""missing equipment"", ""needs ehr"", ""some exposure"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4291, ""mismatch_type"": ""skill_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: missing equipment; needs ehr; some exposure; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,health,Northeast,administration,job-match memo,program assistant,"job-match memo. Job: program assistant in health. Record note: missing equipment, needs EHR, some exposure. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.3841,2.5241
140,expansive_v1,64f2e45d522fc7f6,1,skill_gap,0.5745,0.1491,1,0,1,1,4,missing equipment; needs ehr; some exposure; ready for placement,"{""confidence"": 0.1491, ""evidence"": [""missing equipment"", ""needs ehr"", ""some exposure"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5745, ""mismatch_type"": ""skill_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: missing equipment; needs ehr; some exposure; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2022,health,Northeast,administration,job-match memo,program assistant,"job-match memo. Job: program assistant in health. Record note: missing equipment, needs EHR, some exposure. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.3841,2.5241
141,conservative_v1,1c131bdb821c277b,1,credential_gap,0.3927,0.2145,1,0,0,0,3,certification missing; permit not current; ready for placement,"{""confidence"": 0.2145, ""evidence"": [""certification missing"", ""permit not current"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3927, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: certification missing; permit not current; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,health,South,customer,case review,client support lead,"case review. Job: client support lead in health. Record note: certification missing, permit not current. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.7763,3.424
141,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.4382,0.1236,1,0,1,1,3,certification missing; permit not current; ready for placement,"{""confidence"": 0.1236, ""evidence"": [""certification missing"", ""permit not current"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4382, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: certification missing; permit not current; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,health,South,customer,case review,client support lead,"case review. Job: client support lead in health. Record note: certification missing, permit not current. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.7763,3.424
141,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.5064,0.0127,1,0,1,1,3,certification missing; permit not current; ready for placement,"{""confidence"": 0.0127, ""evidence"": [""certification missing"", ""permit not current"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5064, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: certification missing; permit not current; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,health,South,customer,case review,client support lead,"case review. Job: client support lead in health. Record note: certification missing, permit not current. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",1,credential_gap,0.7763,3.424
142,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,West,customer,resume screen,service representative,resume screen. Job: service representative in manufacturing. Record note: no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.3688,3.9741
142,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,West,customer,resume screen,service representative,resume screen. Job: service representative in manufacturing. Record note: no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.3688,3.9741
142,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,2,ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2022,manufacturing,West,customer,resume screen,service representative,resume screen. Job: service representative in manufacturing. Record note: no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.3688,3.9741
143,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,2,completed onboarding; ready for placement,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,technology,West,operations,case review,operations planner,case review. Job: operations planner in technology. Record note: completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.5215,3.3368
143,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,2,completed onboarding; ready for placement,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,technology,West,operations,case review,operations planner,case review. Job: operations planner in technology. Record note: completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.5215,3.3368
143,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,2,completed onboarding; ready for placement,"{""confidence"": 0.98, ""evidence"": [""completed onboarding"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: completed onboarding; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,technology,West,operations,case review,operations planner,case review. Job: operations planner in technology. Record note: completed onboarding. Applicant history includes recent training. Manager asks whether the match is ready for placement.,0,none,0.5215,3.3368
144,conservative_v1,1c131bdb821c277b,0,none,0.3018,0.3964,1,0,0,0,3,needs ehr; not familiar with dashboards; ready for placement,"{""confidence"": 0.3964, ""evidence"": [""needs ehr"", ""not familiar with dashboards"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.3018, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: needs ehr; not familiar with dashboards; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,analysis,resume screen,data analyst,"resume screen. Job: data analyst in education. Record note: needs EHR, not familiar with dashboards. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.5075,3.0263
144,rubric_v1,84fd6cb9b699257b,1,skill_gap,0.3473,0.3055,1,0,0,0,3,needs ehr; not familiar with dashboards; ready for placement,"{""confidence"": 0.3055, ""evidence"": [""needs ehr"", ""not familiar with dashboards"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3473, ""mismatch_type"": ""skill_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: needs ehr; not familiar with dashboards; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,analysis,resume screen,data analyst,"resume screen. Job: data analyst in education. Record note: needs EHR, not familiar with dashboards. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.5075,3.0263
144,expansive_v1,64f2e45d522fc7f6,1,skill_gap,0.4155,0.1691,1,0,0,0,3,needs ehr; not familiar with dashboards; ready for placement,"{""confidence"": 0.1691, ""evidence"": [""needs ehr"", ""not familiar with dashboards"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4155, ""mismatch_type"": ""skill_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: needs ehr; not familiar with dashboards; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,analysis,resume screen,data analyst,"resume screen. Job: data analyst in education. Record note: needs EHR, not familiar with dashboards. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.",1,skill_gap,0.5075,3.0263
145,conservative_v1,1c131bdb821c277b,0,none,0.3245,0.3509,1,0,1,1,4,onsite conflict; transportation conflict; informal experience; ready for placement,"{""confidence"": 0.3509, ""evidence"": [""onsite conflict"", ""transportation conflict"", ""informal experience"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.3245, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: onsite conflict; transportation conflict; informal experience; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,health,South,care,job-match memo,care coordinator,"job-match memo. Job: care coordinator in health. Record note: onsite conflict, informal experience, transportation conflict. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,schedule_gap,0.376,2.9364
145,rubric_v1,84fd6cb9b699257b,1,schedule_gap,0.4291,0.1418,1,0,1,1,4,onsite conflict; transportation conflict; informal experience; ready for placement,"{""confidence"": 0.1418, ""evidence"": [""onsite conflict"", ""transportation conflict"", ""informal experience"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4291, ""mismatch_type"": ""schedule_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: onsite conflict; transportation conflict; informal experience; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,health,South,care,job-match memo,care coordinator,"job-match memo. Job: care coordinator in health. Record note: onsite conflict, informal experience, transportation conflict. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,schedule_gap,0.376,2.9364
145,expansive_v1,64f2e45d522fc7f6,1,schedule_gap,0.5745,0.1491,1,0,1,1,4,onsite conflict; transportation conflict; informal experience; ready for placement,"{""confidence"": 0.1491, ""evidence"": [""onsite conflict"", ""transportation conflict"", ""informal experience"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5745, ""mismatch_type"": ""schedule_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: onsite conflict; transportation conflict; informal experience; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2025,health,South,care,job-match memo,care coordinator,"job-match memo. Job: care coordinator in health. Record note: onsite conflict, informal experience, transportation conflict. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,schedule_gap,0.376,2.9364
146,conservative_v1,1c131bdb821c277b,1,credential_gap,0.3927,0.2145,1,0,0,0,3,license not held; certification missing; ready for placement,"{""confidence"": 0.2145, ""evidence"": [""license not held"", ""certification missing"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.3927, ""mismatch_type"": ""credential_gap"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: license not held; certification missing; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,health,South,customer,job-match memo,service representative,"job-match memo. Job: service representative in health. Record note: certification missing, license not held. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,credential_gap,0.4789,2.7309
146,rubric_v1,84fd6cb9b699257b,1,credential_gap,0.4382,0.1236,1,0,1,1,3,license not held; certification missing; ready for placement,"{""confidence"": 0.1236, ""evidence"": [""license not held"", ""certification missing"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.4382, ""mismatch_type"": ""credential_gap"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: license not held; certification missing; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,health,South,customer,job-match memo,service representative,"job-match memo. Job: service representative in health. Record note: certification missing, license not held. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,credential_gap,0.4789,2.7309
146,expansive_v1,64f2e45d522fc7f6,1,credential_gap,0.5064,0.0127,1,0,1,1,3,license not held; certification missing; ready for placement,"{""confidence"": 0.0127, ""evidence"": [""license not held"", ""certification missing"", ""ready for placement""], ""mismatch_label"": 1, ""mismatch_score"": 0.5064, ""mismatch_type"": ""credential_gap"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: license not held; certification missing; ready for placement"", ""review_flag"": 1, ""schema_version"": ""mismatch-schema-v1""}",2024,health,South,customer,job-match memo,service representative,"job-match memo. Job: service representative in health. Record note: certification missing, license not held. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",1,credential_gap,0.4789,2.7309
147,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: credential verified; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Midwest,care,resume screen,patient support specialist,"resume screen. Job: patient support specialist in manufacturing. Record note: schedule aligned, ready for placement, credential verified. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.9061,3.5979
147,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: credential verified; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Midwest,care,resume screen,patient support specialist,"resume screen. Job: patient support specialist in manufacturing. Record note: schedule aligned, ready for placement, credential verified. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.9061,3.5979
147,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,credential verified; ready for placement; schedule aligned,"{""confidence"": 0.98, ""evidence"": [""credential verified"", ""ready for placement"", ""schedule aligned""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: credential verified; ready for placement; schedule aligned"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,manufacturing,Midwest,care,resume screen,patient support specialist,"resume screen. Job: patient support specialist in manufacturing. Record note: schedule aligned, ready for placement, credential verified. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.9061,3.5979
148,conservative_v1,1c131bdb821c277b,0,none,0.0518,0.8964,1,0,0,0,2,needs ehr; ready for placement,"{""confidence"": 0.8964, ""evidence"": [""needs ehr"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0518, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: needs ehr; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,health,Northeast,operations,job-match memo,operations planner,job-match memo. Job: operations planner in health. Record note: needs EHR. Applicant history includes recent training. Manager asks whether the match is ready for placement.,1,skill_gap,0.1381,2.8278
148,rubric_v1,84fd6cb9b699257b,0,none,0.0973,0.8055,1,0,0,0,2,needs ehr; ready for placement,"{""confidence"": 0.8055, ""evidence"": [""needs ehr"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.0973, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: needs ehr; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,health,Northeast,operations,job-match memo,operations planner,job-match memo. Job: operations planner in health. Record note: needs EHR. Applicant history includes recent training. Manager asks whether the match is ready for placement.,1,skill_gap,0.1381,2.8278
148,expansive_v1,64f2e45d522fc7f6,0,none,0.1655,0.6691,1,0,0,0,2,needs ehr; ready for placement,"{""confidence"": 0.6691, ""evidence"": [""needs ehr"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.1655, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: needs ehr; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2024,health,Northeast,operations,job-match memo,operations planner,job-match memo. Job: operations planner in health. Record note: needs EHR. Applicant history includes recent training. Manager asks whether the match is ready for placement.,1,skill_gap,0.1381,2.8278
149,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,ready for placement; schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,West,administration,job-match memo,records manager,"job-match memo. Job: records manager in health. Record note: no training barrier, ready for placement, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.2864,3.5726
149,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,ready for placement; schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,West,administration,job-match memo,records manager,"job-match memo. Job: records manager in health. Record note: no training barrier, ready for placement, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.2864,3.5726
149,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,ready for placement; schedule aligned; no training barrier,"{""confidence"": 0.98, ""evidence"": [""ready for placement"", ""schedule aligned"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: ready for placement; schedule aligned; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2023,health,West,administration,job-match memo,records manager,"job-match memo. Job: records manager in health. Record note: no training barrier, ready for placement, schedule aligned. Applicant history includes prior sector experience. Manager asks whether the match is ready for placement.",0,none,0.2864,3.5726
150,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,4,missing sql; upskilling required; ready for placement; no training barrier,"{""confidence"": 0.98, ""evidence"": [""missing sql"", ""upskilling required"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: missing sql; upskilling required; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,operations,job-match memo,operations planner,"job-match memo. Job: operations planner in education. Record note: upskilling required, missing SQL, no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,skill_gap,0.3708,2.3506
150,rubric_v1,84fd6cb9b699257b,0,none,0.0745,0.8509,1,0,0,0,4,missing sql; upskilling required; ready for placement; no training barrier,"{""confidence"": 0.8509, ""evidence"": [""missing sql"", ""upskilling required"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.0745, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: missing sql; upskilling required; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,operations,job-match memo,operations planner,"job-match memo. Job: operations planner in education. Record note: upskilling required, missing SQL, no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,skill_gap,0.3708,2.3506
150,expansive_v1,64f2e45d522fc7f6,0,none,0.2109,0.5782,1,0,0,0,4,missing sql; upskilling required; ready for placement; no training barrier,"{""confidence"": 0.5782, ""evidence"": [""missing sql"", ""upskilling required"", ""ready for placement"", ""no training barrier""], ""mismatch_label"": 0, ""mismatch_score"": 0.2109, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: missing sql; upskilling required; ready for placement; no training barrier"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,education,South,operations,job-match memo,operations planner,"job-match memo. Job: operations planner in education. Record note: upskilling required, missing SQL, no training barrier. Applicant history includes recent training. Manager asks whether the match is ready for placement.",1,skill_gap,0.3708,2.3506
151,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,3,meets required credential; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: meets required credential; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,care,job-match memo,patient support specialist,"job-match memo. Job: patient support specialist in manufacturing. Record note: license verified, meets required credential. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.4978,2.9625
151,rubric_v1,84fd6cb9b699257b,0,none,0.01,0.98,1,0,0,0,3,meets required credential; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""rubric_v1"", ""rationale"": ""evidence: meets required credential; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,care,job-match memo,patient support specialist,"job-match memo. Job: patient support specialist in manufacturing. Record note: license verified, meets required credential. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.4978,2.9625
151,expansive_v1,64f2e45d522fc7f6,0,none,0.01,0.98,1,0,0,0,3,meets required credential; ready for placement; license verified,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement"", ""license verified""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""expansive_v1"", ""rationale"": ""evidence: meets required credential; ready for placement; license verified"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,South,care,job-match memo,patient support specialist,"job-match memo. Job: patient support specialist in manufacturing. Record note: license verified, meets required credential. Applicant history includes new labor-market entry. Manager asks whether the match is ready for placement.",0,none,0.4978,2.9625
152,conservative_v1,1c131bdb821c277b,0,none,0.01,0.98,1,0,0,0,2,meets required credential; ready for placement,"{""confidence"": 0.98, ""evidence"": [""meets required credential"", ""ready for placement""], ""mismatch_label"": 0, ""mismatch_score"": 0.01, ""mismatch_type"": ""none"", ""profile"": ""conservative_v1"", ""rationale"": ""evidence: meets required credential; ready for placement"", ""review_flag"": 0, ""schema_version"": ""mismatch-schema-v1""}",2025,manufacturing,Midwest,customer,job-match memo,service representative,job-match memo. Job: service representative in manufacturing. Record note: meets required credential. Applicant history includes two years of related work. Manager asks whether the match is ready for placement.,0,none,0.3033,3.3314
